LON,LAT,EDO,CLAVE,ESTACION,sep-24
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",180.71
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",279.03
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",420.61
-91.046111,18.183056,CAMP,CNDCA,"Candelaria, Camp.",246.74
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",351.41
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",277.41
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",90.00
-89.848333,19.751944,CAMP,HPOCA,"Hopelchen, Camp.",141.71
-90.221389,19.605833,CAMP,NYXCA,"Noh-Yaxché, Camp.",95.10
-92.098056,18.254722,CAMP,PALIZADACA,"Palizada, Camp. SMN*",74.60
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",124.00
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",248.00
-89.860278,19.664444,CAMP,XCPCA,"Xcupil, Camp.",200.56
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",94.00
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",67.01
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",34.02
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",10.53
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",148.80
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",41.01
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",19.50
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",182.02
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",140.24
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",32.54
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",86.80
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",100.00
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",28.40
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",32.03
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",29.00
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",7.51
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",6.60
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",4.02
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",2.05
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",101.82
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",23.00
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",73.54
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",39.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",178.43
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",117.20
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",201.80
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",229.20
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",206.80
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",215.10
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",249.90
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac, Chis. CFE*",170.50
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",126.60
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",153.81
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",709.60
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",139.30
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",58.00
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuitán, Chis. SGT*",707.40
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",273.70
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",208.60
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",185.00
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",83.80
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",396.72
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",2.50
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",119.10
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",249.33
-93.741389,16.671667,CHIS,CREDCINTALAPA,"Cred Cintalapa, Chis. PC*",62.42
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitan, Chis. PC*",102.81
-92.113056,15.435833,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",117.70
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",313.80
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",197.60
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",587.90
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",241.60
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",139.20
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",221.90
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",373.00
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",289.60
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",181.30
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",521.50
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",621.40
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",123.20
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",478.20
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",612.20
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",290.20
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",70.50
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",274.00
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",413.00
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",167.20
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",310.67
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",200.30
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",200.30
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",367.60
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",186.30
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",112.90
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",223.05
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",612.40
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",256.40
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",157.10
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",160.00
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",206.30
-93.458611,17.446111,CHIS,PENCP,"Angel Albino Corzo, Chis.",221.40
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",332.33
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",219.20
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",132.40
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",230.80
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",141.30
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",304.40
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",547.40
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",258.30
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",625.80
-92.104167,15.031667,CHIS,SANTODOMINGO,"Santo Domingo, Chis. Protección Civil*",547.22
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",293.11
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",153.10
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",144.00
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",115.30
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",168.01
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",359.20
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",164.40
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",198.90
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",558.10
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",259.80
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",103.30
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",305.70
-92.243333,14.99,CHIS,TAMCP,"Malpaso II, Chis.",388.20
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",224.10
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",466.00
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",205.70
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",119.00
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",83.10
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",165.80
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",57.55
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",151.50
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",134.60
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",17.20
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",87.70
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",6.01
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",11.30
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",2.10
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",2.00
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",2.60
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",35.00
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",2.00
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",34.00
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",51.02
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",9.90
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",41.00
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",19.00
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",61.20
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",8.90
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",30.80
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",56.70
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",23.80
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",0.00
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",0.00
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",11.00
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",89.61
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",5.52
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",59.60
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",11.00
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",282.02
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",129.96
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",397.71
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",363.46
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",184.72
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",366.40
-103.884444,19.111389,COL,DJLCM,"P. deriv. Gregorio T. Q. Jala, Col.",167.57
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",72.60
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",74.80
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",166.84
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",189.00
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",147.32
-103.8125,19.3275,COL,PNTCM,"P. deriv. Peñitas, Col.",323.30
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",72.52
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",409.70
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",97.06
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",319.56
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",446.40
-99.235278,19.203333,DF,AJUSCOALTATEN,"Ajusco Alta Tensión, Cd. de Méx. SACMEX*",511.00
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja-6 IP San Antonio y Periferico, Cd. de Méx. SACMEX*",279.50
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",280.37
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",210.50
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",168.85
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",145.22
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SACMEX*",293.75
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",411.65
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SACMEX*",13.44
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",153.75
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",202.29
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón (CRAE OCAVM), Cd. de Méx. SACMEX*",123.25
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",223.42
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",246.42
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",165.87
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",215.00
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",163.25
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",414.87
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",326.95
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SACMEX*",236.25
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",379.04
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",436.50
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",168.20
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",446.50
-98.975,19.339167,DF,LACALDERA,"La Caldera Subestación eléctrica Santa Lucía, Méx. SACMEX*",237.50
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",131.25
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",171.75
-99.026944,19.187222,DF,MILPAALTADF,"Milpa Alta, Cd. de Méx. SACMEX*",255.28
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SACMEX*",336.75
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",432.46
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",246.59
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",186.13
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",13.44
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",160.52
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",43.90
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",232.47
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",328.25
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",179.38
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SACMEX*",359.75
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SACMEX*",334.00
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",223.28
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",144.00
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",248.00
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",230.06
-99.177222,19.328889,DF,POZOCU,"Pozo C.U., Cd. de Méx. SACMEX*",149.50
-99.235556,19.423611,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SACMEX*",629.25
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",521.50
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",140.37
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",250.00
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",272.49
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",3.00
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",350.92
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SACMEX*",203.75
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",150.29
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",320.54
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",299.07
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",319.29
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",254.75
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SACMEX*",327.50
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",318.00
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",194.59
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",171.00
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",168.14
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SACMEX*",468.50
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMEX*",350.92
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",237.50
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",144.70
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",402.36
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",322.12
-99.000556,19.275,DF,TEQUESQUITE,"San José Tlahuac RB Tequesquite, Cd. de Méx. SACMEX*",0.00
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",139.45
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",310.51
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",320.99
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",166.09
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",321.25
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",387.50
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",329.29
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",481.55
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SACMEX*",478.55
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",110.04
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",40.01
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",47.21
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",37.00
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",86.90
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",38.32
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",84.54
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",4.00
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",60.63
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",77.62
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",4.20
-99.170556,19.286944,DGO,LAJOYACDMX,"La Joya, Cd. de Méx. SACMEX*",339.25
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",51.88
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",2.50
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",14.01
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",64.80
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",51.33
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",81.00
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",27.53
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",25.55
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",65.01
