LON,LAT,EDO,CLAVE,ESTACION,jul-24
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",177.8
-103.37,19.5625,JAL,QUTJL,"Quito, Jal.",281.3
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",281
-104.59,20.252222,JAL,RODJL,"El Rodeo, Jal.",404.65
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",171.2
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",183.52
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",228.9
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",399.6
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",210.57
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",270.9
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",134.03
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",217.32
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",251.42
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",264.63
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",301.3
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",252.53
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",211.33
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",234.91
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, Méx. SACMEX*",154.72
-100.436389,18.781111,MEX,BEJMX,"Bejucos, Mex.",446.3
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",281.07
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",174.83
-98.885,19.485833,MEX,CHAPINGODF,"Chapingo, Méx. SACMEX*",4.25
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SACMEX*",123.36
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SACMEX*",155
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",248.1
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",95.5
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",214.3
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, Méx.",190.42
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",231.5
-99.559722,19.884722,MEX,DNXMX,"Danxho, Méx.",275.02
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",219.6
-99.252222,19.635556,MEX,GDLMX,"Guadalupe, Méx.",198
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",129.44
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",212.53
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",198.45
-100.075833,19.383333,MEX,LBEMX,"Los Berros, Méx.",312
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx",422.01
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. Río Hondo, Méx. SACMEX*",201.75
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",159.07
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",155.06
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",124.47
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",195.01
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",148.1
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",151.13
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",270.4
-99.948889,19.654444,MEX,PMEMX,"Puente Mextepec, Méx.",334.01
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",128.55
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",640
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, Méx. SACMEX*",166
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",227.82
-98.911111,19.530556,MEX,SADMX,"San Andrés, Méx.",171.6
-99.703889,19.465556,MEX,SB2MX,"San Bernabe, Méx",138.3
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",154.9
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, Méx.",373
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",202.61
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",279
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",273
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx",198.3
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Méx.",99.8
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",212.33
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",270.21
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",278.61
-99.283333,19.453889,MEX,TOTMX,"Totolica, Méx",211.42
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",379.96
-99.6125,19.429167,MEX,TROMX,"Trojes, Méx.",175.66
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",228.3
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",207.52
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",250.04
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",198.71
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",3.75
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, Méx. SACMEX*",56.75
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",194.78
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",226
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",348
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",295.82
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",133
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",238.6
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",148.5
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",251.22
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",281
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",223.12
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",328.22
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",180.32
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",229.41
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",8
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",197.63
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",197.5
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",119.41
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",175.3
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",185.2
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",0
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",89.7
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",275.81
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",248.3
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",277.03
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",260.91
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",210.07
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",384.11
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",274.02
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",222.54
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",256.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",222
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",317
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",191
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",258.04
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",261.7
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",313.44
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",223.2
-101.746944,19.920278,MICH,VJIMC,"Villa Jiménez, Mich.",160.62
-102.242222,20.339444,MICH,YURMC,"Yurécuaro, Mich.",293.21
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",289.7
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",186.02
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",83
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",386.01
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",145.7
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",301.8
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",554.01
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",392.1
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",316
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",232.21
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",468.1
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",407.71
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",138.01
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",332.5
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato Tecnológico Agropecuario 154 Huitzilac, Mor.",629.8
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",236.14
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",750.73
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",329.93
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",318
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",143.1
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",180.6
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",132.27
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",159.6
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",251
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",249.2
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",550.5
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",211.2
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",498.51
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",340.02
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",265.7
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",229.02
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",298.2
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",279.4
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",130.21
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",316.02
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",155
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",211.81
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",309.38
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",156.41
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",574.03
-99.1,18.691667,MOR,TMPMR,"Temilpa, Mor.",174.12
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",217.3
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",339.52
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",211.7
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",178.8
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",205.6
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",195.44
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",209.6
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",210.85
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",288.33
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",173.6
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",70.6
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",296.03
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",165.11
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",302.66
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",240.6
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",463.8
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",352.31
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",136.11
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",126.4
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",113.1
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",69.94
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",86
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",120.53
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",82
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",140.63
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",95.52
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",177.6
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",92.02
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",164.12
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",92.32
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",195.54
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",93.8
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",117.01
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",122.53
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",230.61
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",195.1
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",167.9
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",117.33
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",901
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",85.34
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",210.51
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",148.82
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",333.6
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",740.91
-95.374444,16.434722,OAX,EMAOX,"El Marqués, Oax.",113.61
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",115.1
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",203.41
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",299.91
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",150.6
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",73.53
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",811.5
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",491.23
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",139
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",157.61
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",241.53
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",130.51
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",65.5
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",194.8
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",56.7
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",187.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",88.92
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",1018
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",479.26
-97.881389,17.228889,OAX,SMNOX,"San Martín Itunyoso, Oax.",452.7
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",67.02
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",595.25
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",139.01
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",746.8
-97.492222,17.513333,OAX,TEPOX,"Teposcolula, Oax.",238.42
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",56.35
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",303
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",122.63
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",217.51
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",474.7
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",1152.8
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",578.04
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",179.01
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",440.7
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",403.87
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",175.24
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",68.72
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",129.9
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",84.2
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",134.51
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",102
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",804.1
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",283.1
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",990
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",518.61
-98.108611,18.9125,PUE,BDDPB,"Manuel Avila Camacho, Pue.",102.23
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",101.01
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",150.9
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",92.5
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",131.01
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",150.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",157.2
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",111.5
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",193.5
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",186.22
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",557.6
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",734.1
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",135.01
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",269.9
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",224
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",668.51
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",199.62
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",54.92
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",148.3
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",129.41
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",197.01
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",272.2
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",825.11
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",587
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",69.49
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",183
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",129.82
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",610.8
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",216.7
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",406
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",227.41
-97.205556,20.133889,PUE,SJAPB,"San José Acateno, Pue.",202.01
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",236.51
-98.433889,19.287222,PUE,SMTPB,"San Martín Texmelucan, Pue.",215.2
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",696.02
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",189
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",528.2
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",387.8
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",39.95
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",86.9
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",164.2
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",152.01
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",609.6
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",145.6
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",295.51
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",859
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",50.72
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",699.92
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",706.42
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",169.1
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",830.8
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",156.7
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",454
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",180
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",175.01
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",140.31
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",150.9
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",240
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",210.51
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",140.1
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",208.51
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",165.4
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",188.9
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",69.99
-100,20.3625,QRO,SJSQT,"San José, Qro.",93.3
-87.835556,18.28,QROO,AXCALAK,"Arrecifes Xcalak, Q. Roo. SMN*",97.2
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",219.32
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",207.05
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",299.01
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",92.61
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",19.1
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",215.4
-87.372778,21.521389,QROO,HLBQR,"Isla Holbox, Q. Roo.",311.5
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",101
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",123.1
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Juárez, Q. Roo. SEMAR*",173.98
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",141
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",192.54
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",192.63
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",49.5
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",153.6
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",169.54
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",29.23
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",72.71
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",86.62
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",66.21
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",163.12
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",85.01
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",110.02
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",255.02
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",253.02
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",66.21
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",80.3
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",350.5
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",37.42
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",160.45
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",158.11
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",302.03
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",87.51
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",87.51
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",110.72
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",173
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",173
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",42.25
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",156.62
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",21.26
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",51.93
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",156.62
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",22.52
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",87
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",74
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",142.46
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",62.02
